prospect_id,lead_number,lead_origin,lead_source,do_not_email,do_not_call,totalvisits,total_time_spent_on_website,page_views_per_visit,last_activity,country,specialization,how_did_you_hear_about_x_education,what_is_your_current_occupation,what_matters_most_to_you_in_choosing_a_course,search,magazine,newspaper_article,x_education_forums,newspaper,digital_advertisement,through_recommendations,receive_more_updates_about_our_courses,tags,lead_quality,update_me_on_supply_chain_content,get_updates_on_dm_content,lead_profile,city,asymmetrique_activity_index,asymmetrique_profile_index,asymmetrique_activity_score,asymmetrique_profile_score,i_agree_to_pay_the_amount_through_cheque,a_free_copy_of_mastering_the_interview,last_notable_activity,converted,Conversion_Probability,Converted_Prediction,Recommended_Pitch_Persona
db7df067-c985-4d24-80af-c72990c68904,634813,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,15.0,19.0,No,No,SMS Sent,1,0.997303766782233,1,Conservative Wealth Preserver
2dd44a07-ea3a-4662-a9f5-6a8973210110,643884,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,15.0,19.0,No,No,Modified,1,0.9963854075289998,1,Conservative Wealth Preserver
3110d646-c332-41e7-9f98-eb110f4b5773,624495,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,Operations Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Other Leads,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Email Opened,1,0.9951772378439432,1,Conservative Wealth Preserver
0ad6eef7-7935-499d-903b-bf17566b241e,658193,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Lateral Student,Select,02.Medium,01.High,15.0,18.0,No,No,Modified,1,0.9941826056999584,1,Conservative Wealth Preserver
0597e043-06b5-4ebf-95a3-d026c06e3a63,607148,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Modified,1,0.9931737317662708,1,Conservative Wealth Preserver
7cf8e8c3-4cea-40d1-9e35-13a2729abc4e,645825,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Email Opened,1,0.9930458258330822,1,Conservative Wealth Preserver
4a927732-63bd-4314-ac32-e2508701d3cb,611072,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Email Opened,1,0.9927121933047321,1,Conservative Wealth Preserver
59761db0-0d69-4a47-a6ff-8774e6c3f551,605320,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Supply Chain Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent,1,0.9923743544145209,1,Conservative Wealth Preserver
99bc24d5-cd9c-4f70-a4b7-b2c5d3da56d7,655352,Lead Add Form,Reference,No,No,0,205,0.0,,,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Lateral Student,Select,02.Medium,01.High,14.0,18.0,No,No,Modified,1,0.9922760495954437,1,Conservative Wealth Preserver
6af21254-d8c1-4422-977f-487ae011cf65,614042,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent,1,0.9919994333120593,1,Conservative Wealth Preserver
37465564-9752-4a25-adb0-8beeb99b7a95,633965,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent,1,0.9919994333120593,1,Conservative Wealth Preserver
0fe1b997-2de1-4cfe-a9b3-5db15210e2b7,646662,Lead Add Form,Reference,No,No,0,1252,0.0,,,Marketing Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Modified,1,0.991802272226897,1,Brand Loyalist
e85a06a5-ae62-4061-b7be-60e609ab63a3,594108,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Select,,,,,No,No,Email Opened,1,0.9913213279062291,1,Conservative Wealth Preserver
8bb7572f-c617-4af2-a19e-17d0e9de0d12,610511,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Select,,,,,No,No,Email Opened,1,0.9913213279062291,1,Conservative Wealth Preserver
d0fac631-cb9d-4fa9-b975-79696bc40ac1,603586,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Select,,,,,No,No,Email Opened,1,0.9913213279062291,1,Conservative Wealth Preserver
68f496c2-0073-470f-9c3c-7fb48f060ce5,659631,Lead Add Form,Reference,No,No,0,1007,0.0,,,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Lateral Student,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Modified,1,0.990851650317819,1,Brand Loyalist
35c83b23-921f-47da-8a95-5ebab14962ad,657590,Lead Add Form,Reference,No,No,0,1262,0.0,,,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,14.0,19.0,No,No,Modified,1,0.9903111561180115,1,Brand Loyalist
ed0fbe2d-bfa1-449b-9b26-65e359fa4b53,592425,Landing Page Submission,Direct Traffic,No,No,5,933,5.0,SMS Sent,India,IT Projects Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,02.Medium,15.0,15.0,No,Yes,SMS Sent,1,0.9896866604717726,1,Brand Loyalist
dc53f6d8-29af-4ea1-9eb6-16f8175530e0,634396,Landing Page Submission,Direct Traffic,No,No,4,1054,4.0,SMS Sent,India,IT Projects Management,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,02.Medium,15.0,15.0,No,Yes,SMS Sent,1,0.9896202790441422,1,Brand Loyalist
a1f41e6a-d18a-459f-acf3-25207dd8589b,596069,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Select,Select,,,,,No,No,SMS Sent,1,0.9892326552867949,1,Conservative Wealth Preserver
01494a02-d8b3-4b18-8aad-d0dfaafc3905,607481,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,SMS Sent,0,0.9892326552867949,1,Conservative Wealth Preserver
a40d908e-33ab-44c0-8801-5ed29c24710d,643832,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,15.0,19.0,No,No,Modified,1,0.9892099934705678,1,Conservative Wealth Preserver
46b71694-3033-4354-a7f6-6ef674d923d4,639253,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Select,02.Medium,01.High,15.0,19.0,No,No,Modified,1,0.9881495784895853,1,Conservative Wealth Preserver
8ff5b5b9-0fdf-4ad2-be34-e42fe333b86c,629592,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,15.0,19.0,No,No,Modified,1,0.9880458258330822,1,Conservative Wealth Preserver
2c85fdee-29d8-4ffd-9407-33686a02aa45,634917,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Email Opened,1,0.9880458258330822,1,Conservative Wealth Preserver
8ed7528c-c4a0-4e52-b1b4-a56d63f81154,653691,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Email Opened,1,0.9880458258330822,1,Conservative Wealth Preserver
59a4ead6-370b-43b5-8932-64859d5499af,587940,Lead Add Form,Reference,No,No,0,0,0.0,Page Visited on Website,,Operations Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Select,02.Medium,01.High,14.0,19.0,No,No,Modified,1,0.9880411623017367,1,Conservative Wealth Preserver
ecb83473-e70d-4745-a876-a83df155ce4a,635864,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,15.0,19.0,No,No,Modified,1,0.9871351940956938,1,Conservative Wealth Preserver
47814681-22dc-4405-9bb3-48f3a9fe10bf,588021,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,14.0,19.0,No,No,SMS Sent,1,0.986898495243736,1,Conservative Wealth Preserver
28f9b534-9cea-4003-86bf-72bcd8cd8026,619391,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Select,Select,02.Medium,01.High,15.0,17.0,No,No,SMS Sent,1,0.9868740052141081,1,Conservative Wealth Preserver
61f4705a-fb4f-47df-8a3c-d0e72d99f44a,588783,Landing Page Submission,Direct Traffic,No,No,10,1851,2.5,SMS Sent,India,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,Modified,1,0.9868576986653337,1,Aggressive Growth Chaser
0fe5cf59-d155-41dc-ba39-4ef62426aa17,643918,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,15.0,19.0,No,No,Modified,1,0.9868509176229534,1,Conservative Wealth Preserver
250a784b-9534-47cd-8d91-73829f144272,637010,Lead Add Form,Reference,No,No,0,0,0.0,Email Link Clicked,,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Select,02.Medium,01.High,14.0,19.0,No,No,Modified,1,0.9867719306154177,1,Conservative Wealth Preserver
cdb4ed71-5810-4417-b823-3302a9e5b1e3,644080,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified,1,0.9864975319793743,1,Conservative Wealth Preserver
adffdf8f-5a6d-4215-bd23-9f4ec3e073c1,645305,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Email Opened,1,0.9861510889909769,1,Conservative Wealth Preserver
5985234d-8607-4e1a-870b-bd0f139e36e7,588019,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Select,02.Medium,01.High,15.0,19.0,No,No,Modified,1,0.9861223720801542,1,Conservative Wealth Preserver
f5550cfb-16a4-4471-bb90-8abbe802cf27,614498,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities,,,,,No,No,SMS Sent,1,0.9855746643738429,1,Conservative Wealth Preserver
3566925d-86f0-4b37-a106-c68ceb647571,625185,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,,,,,No,No,SMS Sent,1,0.9855746643738429,1,Conservative Wealth Preserver
ac65ed1e-f3de-474a-b5d3-4240492a03ab,642987,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,17.0,No,No,Email Opened,1,0.9840091443580561,1,Conservative Wealth Preserver
68171565-0979-44e9-ac27-992bcca38aa8,659191,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,Marketing Management,Select,Businessman,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Select,02.Medium,01.High,15.0,19.0,No,No,Modified,1,0.9837591679731087,1,Conservative Wealth Preserver
365e6988-69ed-49b8-9f8a-92481ff40f5e,588104,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,14.0,19.0,No,No,SMS Sent,1,0.9833153612638083,1,Conservative Wealth Preserver
cd0a852b-0732-44c7-a469-a401b8c66403,658634,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,"Banking, Investment And Insurance",Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,14.0,19.0,No,No,Email Opened,1,0.983174025501853,1,Conservative Wealth Preserver
a9270cc5-ac55-4bad-8735-4a385b7be10f,617782,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,SMS Sent,1,0.9829561020906143,1,Conservative Wealth Preserver
10356427-09ca-4dd5-931c-3703130d3ba4,634018,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,SMS Sent,1,0.9829561020906143,1,Conservative Wealth Preserver
60439638-e8e3-4494-8d09-90f545b0ed85,639282,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,01.High,15.0,17.0,No,No,Modified,1,0.9821701858515685,1,Conservative Wealth Preserver
164c9834-528f-4393-83e5-181277aa2e6c,610041,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Healthcare Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,SMS Sent,1,0.9819164051708319,1,Conservative Wealth Preserver
7a8aa126-143d-4042-8bba-ff8a19b73432,596724,Landing Page Submission,Direct Traffic,No,No,3,1129,3.0,SMS Sent,India,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,,,,,No,No,SMS Sent,1,0.9811537784075272,1,Brand Loyalist
55e4867b-7f32-4944-b7ef-4727e167b066,592240,Lead Add Form,Welingak Website,No,No,0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Select,Mumbai,02.Medium,01.High,14.0,17.0,No,No,SMS Sent,1,0.9810469423474106,1,Conservative Wealth Preserver
b00a85a0-cb15-4cd5-b563-b3dc9210b071,642361,Landing Page Submission,Direct Traffic,No,No,2,1232,2.0,SMS Sent,India,Supply Chain Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,SMS Sent,1,0.9809193346050958,1,Brand Loyalist
b3af7901-09d8-49b7-803f-1cd1e1e8878a,602566,Lead Add Form,Reference,No,No,0,1193,0.0,Approached upfront,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Select,,,,,No,No,Modified,1,0.9807493647982223,1,Brand Loyalist
b02983c6-24cc-4ad2-aefd-718e1bd07f9a,627485,Lead Add Form,Reference,No,No,0,1540,0.0,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Select,,,,,No,No,Modified,1,0.9805467494073263,1,Aggressive Growth Chaser
00a087e0-e566-468a-9c6d-917b2efa4422,601618,Landing Page Submission,Google,No,No,11,1695,5.5,SMS Sent,India,Finance Management,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,No,SMS Sent,1,0.9793546990329172,1,Aggressive Growth Chaser
3ccec243-24e7-4796-aa58-d3fdf9a8d5cf,587953,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,14.0,19.0,No,No,SMS Sent,1,0.9783153612638082,1,Conservative Wealth Preserver
7d4570ad-ac34-4a51-9a49-3125fe73d80d,630841,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Select,,,,,No,No,SMS Sent,1,0.9778199373631344,1,Conservative Wealth Preserver
d18d98f6-59e0-411f-81a8-68bbb22444e7,624423,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent,1,0.9776363010284029,1,Conservative Wealth Preserver
1d9b0d50-55a5-428c-b667-3e13c6f0d433,624363,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent,1,0.9776363010284029,1,Conservative Wealth Preserver
a26e88ed-2bc9-48d3-ad3b-84f24959cb73,580549,Landing Page Submission,Direct Traffic,No,No,5,1323,5.0,SMS Sent,United States,Travel and Tourism,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,15.0,17.0,No,Yes,SMS Sent,1,0.9773809487251761,1,Brand Loyalist
c931f77c-851b-4098-b762-07570bdab4d9,634320,Landing Page Submission,Direct Traffic,No,No,2,1138,2.0,SMS Sent,India,Supply Chain Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,SMS Sent,1,0.977258860892269,1,Brand Loyalist
4e85a82c-fff0-4de6-9c37-8b0609888736,652801,Lead Add Form,Welingak Website,No,No,0,0,0.0,Email Opened,,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Email Opened,1,0.9771592928809948,1,Conservative Wealth Preserver
1716f92e-8cfc-464a-b358-601e6e9d984f,635332,Lead Add Form,Reference,No,No,0,827,0.0,Email Bounced,,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Modified,1,0.9764821807362344,1,Brand Loyalist
b957cacd-3e20-41d3-8c63-9a6479488311,643902,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,"Banking, Investment And Insurance",Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,15.0,19.0,No,No,Modified,1,0.9762485899617959,1,Conservative Wealth Preserver
2f37186e-ae0d-4287-86a3-1078d2178387,634592,Landing Page Submission,Google,No,No,4,1552,4.0,Email Opened,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Modified,1,0.9742451156349603,1,Aggressive Growth Chaser
8b6675f7-1854-4445-bd1d-05f0c6763110,645398,Lead Add Form,Welingak Website,No,No,0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified,1,0.9738981779374627,1,Conservative Wealth Preserver
