Prospect ID,Lead Origin,Lead Source,Total Time Spent on Website,Last Activity,Converted,AI_Conversion_Probability,Lead_Tier,Recommended_Asset_Class
ecbf9b02-90a1-4b16-b330-6d958dcfcdb2,Landing Page Submission,Google,1136,Page Visited on Website,1,0.7901848732975421,Tier 2: Nurture,Equity Scheme
0ab2ba94-a0f8-4f6b-adb9-6dd94d301b6e,API,Referral Sites,335,Email Opened,0,0.42980532826542234,Tier 3: Cold,Debt Scheme
523131a0-5e9d-4f8e-9ca7-ea9e964e5788,API,Referral Sites,75,Email Opened,0,0.36427387144606876,Tier 3: Cold,Debt Scheme
0fc49a08-63d2-4fef-98c1-244bfd6d12a9,Landing Page Submission,Direct Traffic,97,Email Opened,0,0.1728085969566371,Tier 3: Cold,Debt Scheme
68f496c2-0073-470f-9c3c-7fb48f060ce5,Lead Add Form,Reference,1007,,1,0.9572916953471347,Tier 1: Hot,Equity Scheme
db6bd360-ffc9-453d-b109-b4f0cfa6749c,Landing Page Submission,Organic Search,1085,Converted to Lead,0,0.3833859903308256,Tier 3: Cold,Equity Scheme
3f42389c-2201-4890-ae77-4958ae8982ad,API,Organic Search,214,Page Visited on Website,0,0.3434871821253686,Tier 3: Cold,Debt Scheme
e126d601-facc-4e75-b0fa-eea89ecfdea9,API,Olark Chat,1158,Email Opened,1,0.9068409882946685,Tier 1: Hot,Equity Scheme
72064169-4b55-4279-a9b9-340872379f12,Landing Page Submission,Google,101,Email Opened,0,0.25442038577452636,Tier 3: Cold,Debt Scheme
40e72a2f-b7bb-4a10-9c2c-45d9bedb0dde,Landing Page Submission,Google,838,Email Opened,0,0.3507666919247584,Tier 3: Cold,Debt Scheme
076801dc-eba3-4c64-b165-dda70397aa19,Landing Page Submission,Direct Traffic,536,Unreachable,0,0.2352728030023698,Tier 3: Cold,Debt Scheme
62b4ee1c-1071-42bb-b50d-16412c2acce2,Landing Page Submission,Direct Traffic,161,Unreachable,0,0.17394202092836875,Tier 3: Cold,Debt Scheme
7f0c404f-3b2d-4d0e-b5e6-cc5bb0bab65d,Landing Page Submission,Google,511,Form Submitted on Website,0,0.321436962194476,Tier 3: Cold,Debt Scheme
477c8243-bd09-48f5-a170-a5aa9001ab12,API,Olark Chat,0,Olark Chat Conversation,0,0.4416048739595779,Tier 3: Cold,Debt Scheme
bc35eede-4208-461c-827e-11108a378df7,API,Google,1110,Olark Chat Conversation,1,0.7073715467557875,Tier 2: Nurture,Equity Scheme
35d515d8-e851-4629-803e-492c6b576bd6,Landing Page Submission,Direct Traffic,1563,Email Opened,1,0.7312885138280583,Tier 2: Nurture,Equity Scheme
a3f6393c-fcdf-4cb4-8d29-6da3d62ae88f,API,Referral Sites,1633,Converted to Lead,0,0.33590047987444877,Tier 3: Cold,Equity Scheme
5838c43b-1dad-45ec-b46a-02db261d44b6,API,Olark Chat,0,Email Opened,1,0.8845590192664963,Tier 1: Hot,Debt Scheme
d103d8be-52e8-41aa-850a-6651f10641c6,Landing Page Submission,Google,809,Unreachable,0,0.3951997284981672,Tier 3: Cold,Debt Scheme
95f1c454-9f9a-40ef-b521-6fc791f103fb,Landing Page Submission,Direct Traffic,638,Page Visited on Website,0,0.36660994726433055,Tier 3: Cold,Debt Scheme
e8950460-899c-434f-9a69-3b01e3e4b94c,API,Google,1196,Page Visited on Website,1,0.963194277438567,Tier 1: Hot,Equity Scheme
cf98ed96-ea4f-49cd-985e-028b7916a564,Landing Page Submission,Organic Search,1485,Email Opened,0,0.44944743187332087,Tier 3: Cold,Equity Scheme
1c4f389a-53d9-4c8a-b4f7-7954b4053ebd,API,Google,125,Page Visited on Website,0,0.3633408588018135,Tier 3: Cold,Debt Scheme
1cf3a8ad-24b9-4420-a87e-8fd1640174b6,API,Google,165,Olark Chat Conversation,1,0.919109830177484,Tier 1: Hot,Debt Scheme
d5aa5934-4930-464e-8c9d-f7b2ea2cd3a3,Landing Page Submission,Google,398,Olark Chat Conversation,0,0.3279191992333712,Tier 3: Cold,Debt Scheme
1b4da2e7-9a43-4f75-b5ad-ff0ec1edbf17,API,Organic Search,570,Converted to Lead,0,0.3996997948163668,Tier 3: Cold,Debt Scheme
2b742281-ef6f-49ad-8a44-b3a21c60b945,Landing Page Submission,Organic Search,895,Email Opened,1,0.7840279213449927,Tier 2: Nurture,Debt Scheme
67bc9f1f-53c0-49be-96f9-1d549f0a8717,Landing Page Submission,Google,1190,Email Opened,1,0.7467541733036612,Tier 2: Nurture,Equity Scheme
46c2bad4-ea26-4507-9378-c488e0c1dd11,Lead Add Form,Reference,0,Email Link Clicked,1,0.9696123191793462,Tier 1: Hot,Debt Scheme
25b8e642-c1f1-4e49-8557-71d2c78adada,API,Direct Traffic,1566,Converted to Lead,0,0.17057932394341227,Tier 3: Cold,Equity Scheme
1de92462-5b3f-401e-b84f-935bb92898f9,API,Google,727,Email Opened,1,0.8836870893880228,Tier 1: Hot,Debt Scheme
cb28ce2a-61b5-4a41-aa99-b593c7d2ed81,Landing Page Submission,Google,652,Unreachable,0,0.3758416289808266,Tier 3: Cold,Debt Scheme
bb74420f-81a3-40de-8d5c-fa5899b7daba,API,Organic Search,1248,Email Opened,0,0.39242015447515366,Tier 3: Cold,Equity Scheme
eecf3981-028f-4a83-9801-afa36545a53c,API,Google,767,Email Opened,0,0.15692827636646522,Tier 3: Cold,Debt Scheme
cad6cccb-88a4-49bf-b4a0-9ec37e8a176c,API,Referral Sites,275,Page Visited on Website,0,0.3990210939739504,Tier 3: Cold,Debt Scheme
5f3d729d-de5a-4056-843e-42d23c973b65,API,Organic Search,273,Converted to Lead,0,0.34036872845900934,Tier 3: Cold,Debt Scheme
144807db-2895-4002-b52e-3eda79c22395,Lead Add Form,Reference,1111,,1,0.9341576449975781,Tier 1: Hot,Equity Scheme
1eb0358a-62e8-4fcb-bd7a-1d8189ebfa21,Landing Page Submission,Google,277,Email Opened,0,0.3905875674734847,Tier 3: Cold,Debt Scheme
d78841e2-ac17-4986-aaab-ad2796c2a4e6,API,Organic Search,1207,Olark Chat Conversation,1,0.7922210077418405,Tier 2: Nurture,Equity Scheme
1b1e6ec3-1f21-41e0-a3e9-3ee3aa2b6415,API,Google,39,Converted to Lead,0,0.16789788467818903,Tier 3: Cold,Debt Scheme
80182a5a-1a04-49db-acc7-0a3bbea6b88b,Landing Page Submission,Google,1638,Email Opened,0,0.19969843681371477,Tier 3: Cold,Equity Scheme
46921843-bfc8-443d-96f8-18495891aef6,API,Referral Sites,53,Olark Chat Conversation,0,0.27680740640266016,Tier 3: Cold,Debt Scheme
b2c0f21b-97b3-4d4e-ad9c-9af95f2654f3,Landing Page Submission,Direct Traffic,127,Converted to Lead,0,0.2859657774356115,Tier 3: Cold,Debt Scheme
c311a2fd-e180-411d-8eb6-b80f6a8c7c05,Landing Page Submission,Organic Search,100,Page Visited on Website,0,0.3819532892544318,Tier 3: Cold,Debt Scheme
be27249b-9677-4397-8158-f795d95fbfd8,Landing Page Submission,Google,323,Unsubscribed,0,0.37697345327831705,Tier 3: Cold,Debt Scheme
2b25a3e9-72a7-43e5-8c54-7e8405cc0ed3,API,Google,160,Olark Chat Conversation,1,0.8481167177474941,Tier 1: Hot,Debt Scheme
68171565-0979-44e9-ac27-992bcca38aa8,Lead Add Form,Reference,0,Email Opened,1,0.8210491909131459,Tier 1: Hot,Debt Scheme
adc01aa8-ee1b-4fc2-9cc7-bf29117241b0,API,Google,263,Converted to Lead,0,0.16712071040278484,Tier 3: Cold,Debt Scheme
01502bf8-d062-4a90-9119-15597dc4a950,API,Google,1218,Olark Chat Conversation,0,0.11752258448265303,Tier 3: Cold,Equity Scheme
63ebde80-a465-4cdc-ab5a-5e880a7138b0,Lead Add Form,Reference,986,,1,0.7979083997070521,Tier 2: Nurture,Debt Scheme
0298b9a5-fedb-408b-a284-2d357583600f,Lead Add Form,Welingak Website,889,,1,0.9734438141346305,Tier 1: Hot,Debt Scheme
73413bd6-e089-4b8f-9359-ad5825101790,Landing Page Submission,Google,1091,Unreachable,1,0.793728850286019,Tier 2: Nurture,Equity Scheme
42976847-bdd7-4472-8c0a-5d4489fd20fb,Landing Page Submission,Direct Traffic,291,Olark Chat Conversation,0,0.34336163236853456,Tier 3: Cold,Debt Scheme
d76f5ba7-b432-43b5-8dda-aad9fded162e,Lead Add Form,Reference,0,Email Opened,1,0.9038754980796015,Tier 1: Hot,Debt Scheme
cd4c2dd2-0bf1-475a-a0ed-09ffd030dcb7,API,Google,1759,Olark Chat Conversation,0,0.4067098894704281,Tier 3: Cold,Equity Scheme
8bfdab74-6fe6-4288-8baa-a4223216ec5b,Landing Page Submission,Referral Sites,41,Email Opened,0,0.20429292813179434,Tier 3: Cold,Debt Scheme
6998487c-062f-4844-967b-4a632b6878d3,Landing Page Submission,Google,386,Email Opened,0,0.10415497133427576,Tier 3: Cold,Debt Scheme
a56dc332-499f-4145-ae65-79d9ca8a5fd9,API,Referral Sites,216,Page Visited on Website,0,0.20522947419626045,Tier 3: Cold,Debt Scheme
4cc6f35b-bba3-4e7a-90fa-a2a1764a10bb,Landing Page Submission,Google,1603,Email Opened,1,0.8442020667087917,Tier 1: Hot,Equity Scheme
2b5fb07b-5930-4e1f-a1f6-21f8a333ee2c,Landing Page Submission,google,106,Page Visited on Website,0,0.23157843139115267,Tier 3: Cold,Debt Scheme
2bfbd79b-c942-4c0f-bed9-704ccf4f4c8e,API,Google,73,Unreachable,0,0.28720546451556433,Tier 3: Cold,Debt Scheme
81d95e57-ace1-4cd5-be03-282bc72ffd1e,API,Google,77,Converted to Lead,0,0.4068093415922565,Tier 3: Cold,Debt Scheme
d23140e8-765b-4a84-9719-35574580cd57,Landing Page Submission,Direct Traffic,718,Unreachable,0,0.41936976898062894,Tier 3: Cold,Debt Scheme
b12f165c-f720-46d7-afbc-5ac794cec646,Landing Page Submission,Google,432,Olark Chat Conversation,0,0.19309092262893923,Tier 3: Cold,Debt Scheme
08424302-ffe0-4c2d-be4f-d099f75a3eb5,Landing Page Submission,Google,232,Email Opened,0,0.26174916564446526,Tier 3: Cold,Debt Scheme
1c104d9a-49f9-4daf-a133-15c73efedbd3,Landing Page Submission,Direct Traffic,702,Email Opened,0,0.2922004053345079,Tier 3: Cold,Debt Scheme
2e314eed-ab56-4594-b12f-2402b355eca6,Landing Page Submission,Organic Search,614,Unreachable,1,0.9633971069303295,Tier 1: Hot,Debt Scheme
cf302bc1-ca65-40d3-a354-a7166f68e6e9,Landing Page Submission,Direct Traffic,1808,Converted to Lead,1,0.7694729482934219,Tier 2: Nurture,Equity Scheme
e210e543-584e-42a1-a5ed-7011ced14ef8,Landing Page Submission,Direct Traffic,234,Email Bounced,0,0.18239253709453432,Tier 3: Cold,Debt Scheme
95ba6ee3-ebfa-4e88-be00-059e87ec079b,Landing Page Submission,Direct Traffic,245,Unreachable,0,0.3544429549710354,Tier 3: Cold,Debt Scheme
1450cd7f-806e-4bad-be80-652a6022218b,Landing Page Submission,Organic Search,1268,Email Opened,1,0.9858386316920742,Tier 1: Hot,Equity Scheme
90e1a6ea-7c76-436c-8a0a-01c632c99343,Landing Page Submission,Google,56,Email Bounced,0,0.10283786891017463,Tier 3: Cold,Debt Scheme
48834d26-b7d1-46c6-be16-a27e14f9ff33,API,Referral Sites,174,Email Link Clicked,0,0.10323838285256583,Tier 3: Cold,Debt Scheme
068d0803-43ba-45bb-9d32-21d8ec3bebba,Landing Page Submission,Direct Traffic,1149,Email Opened,0,0.2611981026467895,Tier 3: Cold,Equity Scheme
5c9a62e5-9d75-4088-ac5a-a5f5e0a1a35d,Landing Page Submission,Direct Traffic,333,Email Opened,0,0.2709172195515171,Tier 3: Cold,Debt Scheme
a1ab0aaa-505e-48dc-9be1-5df466c3f14a,API,Organic Search,471,Email Opened,0,0.10789939380070493,Tier 3: Cold,Debt Scheme
2d09fce2-eab7-4d6a-b668-eb739cfc5d2d,Landing Page Submission,Direct Traffic,1010,Email Opened,1,0.8066571084885834,Tier 1: Hot,Equity Scheme
0921ad51-b2bc-4abb-bb66-e9357b16c306,API,Olark Chat,1815,Had a Phone Conversation,1,0.883368690872138,Tier 1: Hot,Equity Scheme
1a95a0ed-5b9b-46d4-8b2c-aff31756523c,Landing Page Submission,Direct Traffic,47,Email Link Clicked,0,0.29596258553758226,Tier 3: Cold,Debt Scheme
6402d606-839e-4fbd-b1c1-b50a433814c1,Landing Page Submission,Direct Traffic,1528,Email Opened,1,0.8553746583816799,Tier 1: Hot,Equity Scheme
a732de28-542e-48c4-abe1-af4067853627,Landing Page Submission,Google,919,Email Opened,1,0.7261840333157784,Tier 2: Nurture,Debt Scheme
34f5a0cf-b70f-460e-a4ac-26e892d39666,API,Organic Search,194,Email Link Clicked,0,0.24251080850960635,Tier 3: Cold,Debt Scheme
2d366179-1380-4078-a855-74faf409cfc4,API,Organic Search,1173,Converted to Lead,0,0.18129567767667526,Tier 3: Cold,Equity Scheme
516cef54-19f1-4f7a-93ae-bc739f870903,API,Google,351,Email Opened,0,0.2871803419217088,Tier 3: Cold,Debt Scheme
ba13e654-406e-4d3f-9fc1-0803087a41eb,Landing Page Submission,Referral Sites,493,Email Link Clicked,0,0.16958998560026797,Tier 3: Cold,Debt Scheme
31479eef-bdb8-45d9-a394-8134ed57256b,Landing Page Submission,Direct Traffic,381,Page Visited on Website,0,0.27794209182561946,Tier 3: Cold,Debt Scheme
e70118b9-8fc8-4810-b665-3551a60813ef,API,Referral Sites,1944,Email Opened,0,0.15508248020410365,Tier 3: Cold,Equity Scheme
ced562dd-a390-4369-b233-04313cc5fa90,Landing Page Submission,Google,65,Unreachable,0,0.3348411483200247,Tier 3: Cold,Debt Scheme
22296e35-116d-435d-b323-580f066c1d8c,API,Organic Search,1334,Email Opened,0,0.3638781895544984,Tier 3: Cold,Equity Scheme
0371849d-b964-4473-b41c-a1a3f56ad1b5,API,Google,615,Form Submitted on Website,0,0.13863798198747682,Tier 3: Cold,Debt Scheme
70c71ff4-5848-46da-b501-2e9867c46c06,Lead Add Form,Reference,0,Email Opened,1,0.8871001092187404,Tier 1: Hot,Debt Scheme
608e26ab-09fb-4fcb-a394-570dbed2504d,API,Google,250,Email Bounced,0,0.12480509522920576,Tier 3: Cold,Debt Scheme
69b83452-22e4-40e1-83f5-a988b69c7f87,Landing Page Submission,Direct Traffic,383,Email Link Clicked,0,0.30936385593970084,Tier 3: Cold,Debt Scheme
3b74e995-4407-44de-9e59-622afb514261,Lead Add Form,Welingak Website,1240,,1,0.8121532504271558,Tier 1: Hot,Equity Scheme
cd0a852b-0732-44c7-a469-a401b8c66403,Lead Add Form,Reference,0,Email Opened,1,0.971651696733653,Tier 1: Hot,Debt Scheme
1730b5e8-e435-41c6-9082-b9c98976bd16,Lead Add Form,Welingak Website,458,,1,0.739881073802338,Tier 2: Nurture,Debt Scheme
